id,base_id,text,domain,intent,description,variant,noise_level,emoji_role,split,source
refund_after_cancellation_b018_v03,refund_after_cancellation_b018,"cancel ke baad amount return hone ka update do, cancellation refund pending hai?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix,1_light,none,test,original_constructed
refund_after_cancellation_b018_v04,refund_after_cancellation_b018,"cancle ke baad amont rteurn hone ka udpate do, cancelltaion rfeund pneding hai?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,typo,2_medium,none,test,original_constructed
refund_after_cancellation_b018_v05,refund_after_cancellation_b018,"cancel ke baad amount return hone ka update do, cancellation refund pending hai? 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,emoji,1_light,emphasis_or_affect,test,original_constructed
refund_after_cancellation_b018_v06,refund_after_cancellation_b018,"cancel ke baad amount return hone ka update do, cancellation refund pending hai??",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,punctuation,1_light,none,test,original_constructed
refund_after_cancellation_b018_v07,refund_after_cancellation_b018,"cncel ke baad amount retrun hone ka upadte do, cancellatino refudn pneding hai?",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_typo,2_medium,none,test,original_constructed
refund_after_cancellation_b018_v08,refund_after_cancellation_b018,"cancel ke baad amount return hone ka update do, cancellation refund pending hai? 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_emoji,1_light,emphasis_or_affect,test,original_constructed
refund_after_cancellation_b018_v09,refund_after_cancellation_b018,"cancel ke baad amount return hone ka update do, cancellation refund pending hai? 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix_emoji,2_medium,emphasis_or_affect,test,original_constructed
refund_after_cancellation_b018_v10,refund_after_cancellation_b018,"cancel keee baad amount return hone ka update do, cancellation refund pending hai? 😭",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,stress,2_medium,emphasis_or_affect,test,original_constructed
refund_after_cancellation_b019_v01,refund_after_cancellation_b019,"Order cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,clean,0_clean,none,train,original_constructed
refund_after_cancellation_b019_v02,refund_after_cancellation_b019,"order cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand,1_light,none,train,original_constructed
refund_after_cancellation_b019_v03,refund_after_cancellation_b019,"ordr cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix,1_light,none,train,original_constructed
refund_after_cancellation_b019_v04,refund_after_cancellation_b019,"Oredr canecl ho gaya, ab refnud ka kya sttaus hai? canecl hone ke baad aomunt wapsa nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,typo,2_medium,none,train,original_constructed
refund_after_cancellation_b019_v05,refund_after_cancellation_b019,"Order cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b019_v06,refund_after_cancellation_b019,"Order cancel ho gaya, ab refund ka kya status hai?? cancel hone ke baad amount wapas nahi aaya...",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,punctuation,1_light,none,train,original_constructed
refund_after_cancellation_b019_v07,refund_after_cancellation_b019,"odrer cancel ho gaya, ab refund ka kya sttaus hai? cnacel hone ke baad aomunt wpaas nahi aaya",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_typo,2_medium,none,train,original_constructed
refund_after_cancellation_b019_v08,refund_after_cancellation_b019,"order cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b019_v09,refund_after_cancellation_b019,"ordr cancel ho gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b019_v10,refund_after_cancellation_b019,"Order cancel hooo gaya, ab refund ka kya status hai? cancel hone ke baad amount wapas nahi aaya 😭",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,stress,2_medium,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b020_v01,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled order ka paisa kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,clean,0_clean,none,train,original_constructed
refund_after_cancellation_b020_v02,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled order ka paisa kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand,1_light,none,train,original_constructed
refund_after_cancellation_b020_v03,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled ordr ka paisa kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix,1_light,none,train,original_constructed
refund_after_cancellation_b020_v04,refund_after_cancellation_b020,"mujhe lagta hai, cancelaltion ke baad paise kab mielnge? cacnelled ordre ka paisa kab mliega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,typo,2_medium,none,train,original_constructed
refund_after_cancellation_b020_v05,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled order ka paisa kab milega 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b020_v06,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge?? cancelled order ka paisa kab milega...",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,punctuation,1_light,none,train,original_constructed
refund_after_cancellation_b020_v07,refund_after_cancellation_b020,"mjuhe latga hai, cacnellation ke baad paise kab milenge? cancellde order ka pasia kab milega",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_typo,2_medium,none,train,original_constructed
refund_after_cancellation_b020_v08,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled order ka paisa kab milega 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b020_v09,refund_after_cancellation_b020,"mujhe lagta hai, cancellation ke baad paise kab milenge? cancelled ordr ka paisa kab milega 😕",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b020_v10,refund_after_cancellation_b020,"mujhe lagta hai, cancellation keee baad paise kab milenge? cancelled order ka paisa kab milega 😭",Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,stress,2_medium,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b021_v01,refund_after_cancellation_b021,cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,clean,0_clean,none,train,original_constructed
refund_after_cancellation_b021_v02,refund_after_cancellation_b021,cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand,1_light,none,train,original_constructed
refund_after_cancellation_b021_v03,refund_after_cancellation_b021,cancelled ordr ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix,1_light,none,train,original_constructed
refund_after_cancellation_b021_v04,refund_after_cancellation_b021,cacnelled order ka rfeund cehck karna hai; cancel hone ke baad amuont wapsa nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,typo,2_medium,none,train,original_constructed
refund_after_cancellation_b021_v05,refund_after_cancellation_b021,cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya 🙏,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b021_v06,refund_after_cancellation_b021,cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya...,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,punctuation,1_light,none,train,original_constructed
refund_after_cancellation_b021_v07,refund_after_cancellation_b021,cancelled odrer ka reufnd chcek kanra hai; cnacel hone ke baad amuont wapsa nahi aaya,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_typo,2_medium,none,train,original_constructed
refund_after_cancellation_b021_v08,refund_after_cancellation_b021,cancelled order ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya 🙏,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,shorthand_emoji,1_light,emphasis_or_affect,train,original_constructed
refund_after_cancellation_b021_v09,refund_after_cancellation_b021,cancelled ordr ka refund check karna hai; cancel hone ke baad amount wapas nahi aaya 🙏,Returns & Refunds,refund_after_cancellation,Ask when a refund will arrive after cancellation,code_mix_emoji,2_medium,emphasis_or_affect,train,original_constructed
